Source Indicator ID,Source Name,Indicator Category,Indicator Name,Indicator Description,Year,Location,Value,Unit,Desired Direction
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2016,Bullhead City,142,people,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2016,AZ,50728,people,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2016,US,2499671,people,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2017,Bullhead City,132,people,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2017,AZ,50569,people,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2017,US,2572116,people,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2018,Bullhead City,142,people,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2018,AZ,50110,people,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2018,US,2640964,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2010,Bullhead City,81,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2010,AZ,28103,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2010,US,1643482,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2011,Bullhead City,111,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2011,AZ,27772,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2011,US,1654077,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2012,Bullhead City,106,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2012,AZ,27399,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2012,US,1662029,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2013,Bullhead City,146,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2013,AZ,27227,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2013,US,1665098,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2014,Bullhead City,128,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2014,AZ,27005,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2014,US,1669156,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2015,Bullhead City,191,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2015,AZ,27229,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2015,US,1680244,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2016,Bullhead City,126,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2016,AZ,28160,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2016,US,1692402,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2017,Bullhead City,119,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2017,AZ,28236,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2017,US,1706819,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2018,Bullhead City,68,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2018,AZ,27560,people,high
S2401_C01_012E,American Community Survey,Income,Legal occupations,,2018,US,1685153,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2010,Bullhead City,698,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2010,AZ,149545,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2010,US,8436145,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2011,Bullhead City,710,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2011,AZ,151369,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2011,US,8564978,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2012,Bullhead City,605,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2012,AZ,153176,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2012,US,8660533,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2013,Bullhead City,695,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2013,AZ,154943,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2013,US,8715072,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2014,Bullhead City,555,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2014,AZ,155625,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2014,US,8787346,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2015,Bullhead City,521,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2015,AZ,155233,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2015,US,8858448,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2016,Bullhead City,575,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2016,AZ,158570,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2016,US,8959122,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2017,Bullhead City,551,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2017,AZ,164011,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2017,US,9099897,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2018,Bullhead City,481,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2018,AZ,167600,people,high
S2401_C01_013E,American Community Survey,Income,"Educational instruction, and library occupations",,2018,US,9205592,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2010,Bullhead City,155,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2010,AZ,46795,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2010,US,2650161,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2011,Bullhead City,138,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2011,AZ,45382,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2011,US,2658916,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2012,Bullhead City,103,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2012,AZ,44677,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2012,US,2668036,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2013,Bullhead City,108,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2013,AZ,45587,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2013,US,2682494,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2014,Bullhead City,91,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2014,AZ,45631,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2014,US,2741976,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2015,Bullhead City,131,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2015,AZ,46543,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2015,US,2810087,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2016,Bullhead City,81,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2016,AZ,49929,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2016,US,2892798,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2017,Bullhead City,130,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2017,AZ,51630,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2017,US,2977385,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2018,Bullhead City,167,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2018,AZ,54647,people,high
S2401_C01_014E,American Community Survey,Income,"Arts, design, entertainment, sports, and media occupations",,2018,US,3058227,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2010,Bullhead City,500,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2010,AZ,136117,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2010,US,7424049,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2011,Bullhead City,475,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2011,AZ,138637,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2011,US,7607640,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2012,Bullhead City,388,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2012,AZ,139737,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2012,US,7792371,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2013,Bullhead City,360,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2013,AZ,142780,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2013,US,7911032,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2014,Bullhead City,582,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2014,AZ,148456,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2014,US,8126509,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2015,Bullhead City,726,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2015,AZ,153216,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2015,US,8351132,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2016,Bullhead City,722,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2016,AZ,160461,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2016,US,8582789,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2017,Bullhead City,775,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2017,AZ,166530,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2017,US,8862599,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2018,Bullhead City,899,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2018,AZ,174572,people,high
S2401_C01_015E,American Community Survey,Income,Healthcare practitioners and technical occupations,,2018,US,9100674,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2010,Bullhead City,337,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2010,AZ,93920,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2010,US,5050100,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2011,Bullhead City,279,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2011,AZ,95908,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2011,US,5188256,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2012,Bullhead City,193,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2012,AZ,97201,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2012,US,5333656,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2013,Bullhead City,182,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2013,AZ,98367,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2013,US,5437871,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2014,Bullhead City,419,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2014,AZ,101697,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2014,US,5567715,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2015,Bullhead City,504,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2015,AZ,104269,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2015,US,5704159,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2016,Bullhead City,463,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2016,AZ,108930,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2016,US,5846351,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2017,Bullhead City,460,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2017,AZ,112591,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2017,US,6014096,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2018,Bullhead City,562,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2018,AZ,117063,people,high
S2401_C01_016E,American Community Survey,Income,Health diagnosing and treating practitioners and other technical occupations,,2018,US,6135435,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2010,Bullhead City,163,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2010,AZ,42197,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2010,US,2373949,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2011,Bullhead City,196,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2011,AZ,42729,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2011,US,2419384,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2012,Bullhead City,195,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2012,AZ,42536,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2012,US,2458715,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2013,Bullhead City,178,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2013,AZ,44413,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2013,US,2473161,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2014,Bullhead City,163,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2014,AZ,46759,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2014,US,2558794,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2015,Bullhead City,222,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2015,AZ,48947,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2015,US,2646973,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2016,Bullhead City,259,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2016,AZ,51531,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2016,US,2736438,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2017,Bullhead City,315,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2017,AZ,53939,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2017,US,2848503,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2018,Bullhead City,337,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2018,AZ,57509,people,high
S2401_C01_017E,American Community Survey,Income,Health technologists and technicians,,2018,US,2965239,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2010,Bullhead City,5860,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2010,AZ,499205,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2010,US,24281015,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2011,Bullhead City,5496,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2011,AZ,518070,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2011,US,24790091,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2012,Bullhead City,5571,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2012,AZ,531042,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2012,US,25311187,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2013,Bullhead City,5179,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2013,AZ,537658,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2013,US,25645065,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2014,Bullhead City,4733,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2014,AZ,546173,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2014,US,26053338,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2015,Bullhead City,4888,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2015,AZ,559290,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2015,US,26446906,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2016,Bullhead City,4949,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2016,AZ,572224,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2016,US,26765182,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2017,Bullhead City,4829,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2017,AZ,579712,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2017,US,27064027,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2018,Bullhead City,5244,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2018,AZ,597400,people,high
S2401_C01_018E,American Community Survey,Income,Service occupations,,2018,US,27272863,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2010,Bullhead City,392,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2010,AZ,51937,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2010,US,3275129,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2011,Bullhead City,339,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2011,AZ,56421,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2011,US,3390788,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2012,Bullhead City,415,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2012,AZ,59403,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2012,US,3505347,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2013,Bullhead City,448,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2013,AZ,60556,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2013,US,3578407,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2014,Bullhead City,486,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2014,AZ,59552,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2014,US,3600248,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2015,Bullhead City,370,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2015,AZ,58463,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2015,US,3620362,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2016,Bullhead City,364,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2016,AZ,58807,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2016,US,3614865,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2017,Bullhead City,339,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2017,AZ,58759,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2017,US,3599168,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2018,Bullhead City,533,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2018,AZ,95297,people,high
S2401_C01_019E,American Community Survey,Income,Healthcare support occupations,,2018,US,4967031,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2010,Bullhead City,510,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2010,AZ,73124,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2010,US,3091553,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2011,Bullhead City,636,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2011,AZ,77332,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2011,US,3140611,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2012,Bullhead City,615,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2012,AZ,78998,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2012,US,3172920,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2013,Bullhead City,499,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2013,AZ,79356,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2013,US,3180940,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2014,Bullhead City,530,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2014,AZ,81239,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2014,US,3199909,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2015,Bullhead City,491,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2015,AZ,81649,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2015,US,3217627,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2016,Bullhead City,463,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2016,AZ,80898,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2016,US,3221331,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2017,Bullhead City,413,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2017,AZ,80632,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2017,US,3246525,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2018,Bullhead City,562,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2018,AZ,80502,people,high
S2401_C01_020E,American Community Survey,Income,Protective service occupations,,2018,US,3268923,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2010,Bullhead City,293,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2010,AZ,39135,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2010,US,1691142,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2011,Bullhead City,418,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2011,AZ,41358,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2011,US,1719855,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2012,Bullhead City,461,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2012,AZ,41923,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2012,US,1741974,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2013,Bullhead City,381,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2013,AZ,41670,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2013,US,1752014,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2014,Bullhead City,425,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2014,AZ,43507,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2014,US,1769250,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2015,Bullhead City,384,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2015,AZ,44110,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2015,US,1782243,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2016,Bullhead City,308,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2016,AZ,44045,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2016,US,1777506,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2017,Bullhead City,245,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2017,AZ,44264,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2017,US,1783914,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2018,Bullhead City,402,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2018,AZ,44449,people,high
S2401_C01_021E,American Community Survey,Income,"Firefighting and prevention, and other protective service workers including supervisors",,2018,US,1790469,people,high
S2401_C01_022E,American Community Survey,Income,Law enforcement workers including supervisors,,2010,Bullhead City,217,people,high
S2401_C01_022E,American Community Survey,Income,Law enforcement workers including supervisors,,2010,AZ,33989,people,high
S2401_C01_022E,American Community Survey,Income,Law enforcement workers including supervisors,,2010,US,1400411,people,high
S2401_C01_022E,American Community Survey,Income,Law enforcement workers including supervisors,,2011,Bullhead City,218,people,high
S2401_C01_022E,American Community Survey,Income,Law enforcement workers including supervisors,,2011,AZ,35974,people,high
